,income,credit_score,loan_amount,years_employed,points,loan_approved
1521,98937,603,40423,26,55.0,False
1522,149333,307,43915,16,50.0,False
1523,89890,740,6239,28,90.0,True
1524,32011,568,48654,20,25.0,False
1525,124692,620,36777,12,65.0,True
1526,48894,632,27426,29,40.0,False
1527,83736,442,21756,24,45.0,False
1528,144154,488,15220,6,50.0,False
1529,115823,462,20891,35,55.0,False
1530,50232,799,44633,3,60.0,True
1531,39807,540,34997,31,25.0,False
1532,91537,842,19474,21,90.0,True
1533,132436,364,2160,28,60.0,True
1534,64737,787,19384,35,75.0,True
1535,74375,534,47406,37,35.0,False
1536,111691,823,7264,24,100.0,True
1537,120794,368,30457,24,50.0,False
1538,82098,360,32047,15,45.0,False
1539,115175,627,32765,20,65.0,True
1540,40527,602,49065,3,30.0,False
1541,141642,733,46917,0,60.0,True
1542,73065,380,25158,29,40.0,False
1543,141718,621,8061,17,75.0,True
1544,118389,630,2111,7,70.0,True
1545,142635,684,37053,1,60.0,True
1546,99942,589,22234,36,65.0,True
1547,79808,467,47783,15,40.0,False
1548,71505,804,27251,34,80.0,True
1549,112155,512,30392,10,50.0,False
1550,124203,324,4439,14,60.0,True
1551,146318,627,22164,24,70.0,True
1552,129536,369,3629,12,60.0,True
1553,93956,676,34367,10,70.0,True
1554,144344,823,26455,10,95.0,True
1555,100912,702,8809,18,85.0,True
1556,34705,342,26392,6,20.0,False
1557,110931,610,24654,29,70.0,True
1558,38968,617,1810,13,55.0,False
1559,60771,700,40440,10,60.0,True
1560,112727,300,3044,39,60.0,True
1561,119705,463,7372,3,50.0,False
1562,67667,322,20494,2,30.0,False
1563,59817,331,32228,11,35.0,False
1564,127880,791,5147,9,90.0,True
1565,41846,722,12470,0,40.0,False
1566,86881,324,44990,17,40.0,False
1567,42903,745,37630,31,60.0,True
1568,129663,767,31964,34,90.0,True
1569,113066,655,27673,11,70.0,True
1570,122260,717,24614,27,80.0,True
1571,144370,468,3802,21,60.0,True
1572,43173,442,14488,25,30.0,False
1573,88153,560,37074,10,40.0,False
1574,51805,704,35283,25,60.0,True
1575,120964,459,46478,12,50.0,False
1576,69251,613,16848,25,60.0,True
1577,148413,602,8934,13,75.0,True
1578,33794,732,24430,25,50.0,False
1579,36028,789,42629,39,60.0,True
1580,72516,561,46916,30,35.0,False
1581,134352,802,2790,24,100.0,True
1582,37355,384,17081,40,25.0,False
1583,68452,335,22159,19,40.0,False
1584,76984,328,34180,28,40.0,False
1585,79131,349,17593,37,50.0,False
1586,86450,340,20024,38,50.0,False
1587,49080,305,26382,11,25.0,False
1588,62007,805,15990,28,80.0,True
1589,99621,321,47426,33,40.0,False
1590,84008,746,37522,27,75.0,True
1591,104177,549,10012,7,55.0,False
1592,119364,682,37527,16,75.0,True
1593,133877,537,14267,9,50.0,False
1594,53600,415,35377,17,35.0,False
1595,52280,791,14995,12,75.0,True
1596,52946,372,10575,8,40.0,False
1597,40350,468,17191,40,25.0,False
1598,109887,361,29303,2,40.0,False
1599,144142,430,32415,39,55.0,False
1600,80140,594,33580,4,45.0,False
1601,111226,340,25216,17,55.0,False
1602,119539,634,21194,30,70.0,True
1603,61566,801,23440,34,80.0,True
1604,95230,825,15931,20,90.0,True
1605,149646,496,22954,33,55.0,False
1606,106435,442,46110,18,45.0,False
1607,48758,832,12364,7,65.0,True
1608,60433,645,12998,31,60.0,True
1609,90443,427,25678,35,45.0,False
1610,113611,583,34496,36,65.0,True
1611,63289,747,26354,20,70.0,True
1612,90236,410,36945,34,40.0,False
1613,63466,361,1645,7,45.0,False
1614,117404,573,37216,22,50.0,False
1615,31231,692,14313,34,50.0,False
1616,147821,397,17134,26,55.0,False
1617,135464,303,16648,19,55.0,False
1618,90981,383,27773,28,45.0,False
1619,148123,510,45126,31,50.0,False
1620,67700,752,40751,13,70.0,True
1621,118815,512,15282,20,55.0,False
1622,101643,780,2590,36,95.0,True
1623,50706,690,2343,31,75.0,True
1624,39681,575,25025,16,25.0,False
1625,87898,690,24892,3,60.0,True
1626,75293,556,6194,33,55.0,False
1627,107014,534,27834,19,50.0,False
1628,69210,595,36909,30,50.0,False
1629,113746,368,7652,17,60.0,True
1630,85615,551,1573,20,55.0,False
1631,120480,703,9844,10,85.0,True
1632,62780,773,17108,29,75.0,True
1633,89878,300,19822,29,50.0,False
1634,140795,832,24195,38,95.0,True
1635,69599,470,33974,31,35.0,False
1636,56111,722,26072,24,60.0,True
1637,80422,760,39694,8,70.0,True
1638,141848,798,27164,29,90.0,True
1639,93335,551,10537,40,50.0,False
1640,43979,379,40206,18,25.0,False
1641,61091,498,21338,32,40.0,False
1642,79986,523,42331,33,40.0,False
1643,104963,591,25115,3,60.0,True
1644,77049,337,44667,35,40.0,False
1645,105341,750,48936,40,80.0,True
1646,68780,525,3745,2,40.0,False
1647,121655,455,28978,35,55.0,False
1648,68696,794,5331,14,85.0,True
1649,32875,650,41422,23,40.0,False
1650,138794,839,11197,37,100.0,True
1651,116275,744,32679,17,85.0,True
1652,81879,607,17884,6,60.0,True
1653,65976,456,7461,34,45.0,False
1654,31061,466,41832,30,25.0,False
1655,104177,457,28146,30,50.0,False
1656,143386,705,39562,13,75.0,True
1657,119889,634,39892,24,65.0,True
1658,132014,394,46703,9,45.0,False
1659,127605,389,3649,10,60.0,True
1660,36428,474,26615,31,25.0,False
1661,149356,366,31299,38,55.0,False
1662,109482,332,26781,21,55.0,False
1663,127671,600,43827,25,65.0,True
1664,95107,546,31230,9,40.0,False
1665,139161,589,22805,20,70.0,True
1666,148509,609,47472,13,65.0,True
1667,148349,350,3056,16,60.0,True
1668,67512,760,9709,20,80.0,True
1669,131677,468,17423,26,55.0,False
1670,134708,584,14255,11,70.0,True
1671,60162,645,1179,6,60.0,True
1672,109569,580,35791,25,65.0,True
1673,135110,340,30815,37,55.0,False
1674,76179,364,32097,26,40.0,False
1675,58705,528,30443,16,35.0,False
1676,113442,560,26874,16,55.0,False
1677,54920,740,4130,4,75.0,True
1678,111381,352,33547,37,50.0,False
1679,62850,636,12615,34,60.0,True
1680,118835,321,7518,8,55.0,False
1681,129035,465,28947,13,55.0,False
1682,124493,370,5995,9,55.0,False
1683,130593,576,12729,7,55.0,False
1684,116400,584,6457,22,75.0,True
1685,119241,318,41654,5,45.0,False
1686,139882,659,2952,21,75.0,True
1687,47927,795,39427,4,50.0,False
1688,112345,696,22116,23,80.0,True
1689,42735,646,28232,0,25.0,False
1690,148410,439,32026,31,55.0,False
1691,112242,551,21451,34,55.0,False
1692,114717,564,25876,9,50.0,False
1693,35167,607,27664,1,25.0,False
1694,70492,402,24758,7,35.0,False
1695,133364,380,16172,3,45.0,False
1696,87779,604,37199,19,55.0,False
1697,34373,395,44115,21,25.0,False
1698,105965,715,36518,6,70.0,True
1699,77823,489,43499,36,40.0,False
1700,125991,473,49356,32,50.0,False
1701,47224,804,36885,15,65.0,True
1702,41813,652,9926,25,50.0,False
1703,149226,730,17711,38,80.0,True
1704,68680,422,44976,15,35.0,False
1705,72823,436,15295,17,45.0,False
1706,127973,409,23371,13,55.0,False
1707,84460,687,44222,33,65.0,True
1708,53021,492,44637,15,35.0,False
1709,56318,361,31064,33,35.0,False
1710,47322,736,1902,30,65.0,True
1711,133089,760,14167,17,90.0,True
1712,100701,317,16363,31,55.0,False
1713,144879,679,35211,16,80.0,True
1714,77953,364,38169,6,35.0,False
1715,99579,841,1220,9,90.0,True
1716,95771,792,13675,11,85.0,True
1717,149732,504,42212,25,50.0,False
1718,65720,500,17048,20,40.0,False
1719,138851,533,29234,35,55.0,False
1720,51567,344,14432,29,40.0,False
1721,63681,519,15317,23,45.0,False
1722,149806,760,14702,5,90.0,True
1723,138093,546,3894,30,60.0,True
1724,93156,721,22675,6,70.0,True
1725,135708,665,30645,35,70.0,True
1726,68684,460,16349,2,35.0,False
1727,127853,760,15786,39,90.0,True
1728,144084,606,46007,27,65.0,True
1729,74396,683,3302,34,75.0,True
1730,135412,457,28200,6,50.0,False
1731,45095,845,44287,36,65.0,True
1732,91385,519,49065,1,25.0,False
1733,39869,418,46515,8,20.0,False
1734,48449,438,4462,33,40.0,False
1735,128848,375,16826,34,55.0,False
1736,59571,439,12685,2,35.0,False
1737,142740,830,10687,39,100.0,True
1738,118647,468,45652,17,50.0,False
1739,124924,331,6481,20,60.0,True
1740,118395,400,29768,34,50.0,False
1741,82089,620,25841,7,55.0,False
1742,140853,451,40344,36,50.0,False
1743,135458,813,41740,2,80.0,True
1744,103048,302,44387,16,45.0,False
1745,77942,842,10827,25,90.0,True
1746,41836,678,44340,3,40.0,False
1747,133636,340,41961,30,50.0,False
1748,81717,838,13108,8,85.0,True
1749,31824,427,37424,33,25.0,False
1750,64663,810,17319,33,80.0,True
1751,100329,367,10273,25,55.0,False
1752,46199,321,16906,26,30.0,False
1753,89609,557,6384,29,55.0,False
1754,78311,597,3773,11,70.0,True
1755,118188,600,13561,1,55.0,False
1756,128174,843,34109,1,75.0,True
1757,118125,639,48546,8,55.0,False
1758,64362,598,16651,13,55.0,False
1759,106619,563,39477,20,50.0,False
1760,79941,396,47616,38,40.0,False
1761,137795,546,39883,5,45.0,False
1762,113695,340,27650,2,45.0,False
1763,78689,698,7246,29,80.0,True
1764,44201,327,2926,37,40.0,False
1765,118452,313,17016,24,55.0,False
1766,60647,725,1201,39,75.0,True
1767,91797,378,21396,38,50.0,False
1768,33280,531,16161,25,25.0,False
1769,111205,499,12180,10,55.0,False
1770,145898,337,46574,18,50.0,False
1771,103584,645,16574,31,70.0,True
1772,72992,431,28952,1,25.0,False
1773,149964,699,27072,38,80.0,True
1774,109964,628,49834,13,60.0,True
1775,59015,821,37063,11,75.0,True
1776,114889,446,41709,13,50.0,False
1777,38285,305,35590,28,25.0,False
1778,113283,539,43279,23,50.0,False
1779,137984,348,34252,23,55.0,False
1780,90852,763,17727,37,85.0,True
1781,149195,684,44042,18,75.0,True
1782,121891,602,10514,34,75.0,True
1783,69608,405,20294,1,25.0,False
1784,115097,410,13121,14,55.0,False
1785,83516,717,41777,1,50.0,False
1786,45292,752,12397,13,65.0,True
1787,48320,670,43610,15,50.0,False
1788,35943,303,23589,26,25.0,False
1789,34877,450,27622,37,25.0,False
1790,69893,691,38546,24,60.0,True
1791,94569,736,7439,9,75.0,True
1792,45220,557,13585,17,30.0,False
1793,42739,341,2930,10,40.0,False
1794,60775,364,4614,7,45.0,False
1795,146294,326,4140,4,50.0,False
1796,100457,629,4560,29,75.0,True
1797,47781,753,43078,26,60.0,True
1798,80940,751,30012,38,80.0,True
1799,89459,721,45000,8,60.0,True
1800,78629,693,4125,10,80.0,True
1801,117881,846,18222,4,85.0,True
1802,127404,666,47852,10,65.0,True
1803,121289,775,1697,13,95.0,True
1804,100804,688,8380,14,85.0,True
1805,84935,653,25640,7,55.0,False
1806,106983,350,48578,10,45.0,False
1807,127290,396,29256,17,55.0,False
1808,125236,825,12161,11,100.0,True
1809,50253,849,12953,6,75.0,True
1810,146052,648,49139,31,65.0,True
1811,84379,548,8535,32,50.0,False
1812,115841,323,33297,37,50.0,False
1813,42978,712,33536,15,50.0,False
1814,139273,447,6528,10,60.0,True
1815,94139,674,1972,21,80.0,True
1816,110694,374,35264,11,50.0,False
1817,83492,847,45686,17,80.0,True
1818,66666,638,3222,38,65.0,True
1819,34288,819,20127,8,60.0,True
1820,120476,762,42029,34,85.0,True
1821,78566,665,12733,15,65.0,True
1822,58477,491,2718,39,50.0,False
1823,88115,806,41005,34,80.0,True
1824,88287,432,21979,33,50.0,False
1825,60947,708,43175,11,60.0,True
1826,142125,699,25965,39,80.0,True
1827,77537,480,49920,21,40.0,False
1828,43022,500,10198,22,35.0,False
1829,119873,845,49454,36,85.0,True
1830,78147,405,23294,25,45.0,False
1831,101364,794,12658,21,90.0,True
1832,148187,651,35717,38,70.0,True
1833,114518,674,2681,31,85.0,True
1834,77012,799,45571,18,75.0,True
1835,37936,376,8418,30,35.0,False
1836,82184,338,6636,23,55.0,False
1837,66160,519,28491,30,35.0,False
1838,54878,411,19578,5,35.0,False
1839,46011,361,40653,8,20.0,False
1840,141153,656,27358,10,70.0,True
1841,138028,818,28231,28,95.0,True
1842,89600,822,23104,17,85.0,True
1843,42015,594,12650,32,45.0,False
1844,116870,326,9921,0,45.0,False
1845,57801,537,5767,15,50.0,False
1846,114109,370,14654,0,40.0,False
1847,113819,402,19606,19,55.0,False
1848,108269,447,33740,14,50.0,False
1849,32799,306,9502,23,30.0,False
1850,36629,838,15315,11,65.0,True
1851,133126,429,14119,38,55.0,False
1852,73713,686,49384,0,45.0,False
1853,61925,774,23610,1,60.0,True
1854,46505,658,32462,29,40.0,False
1855,133150,458,38435,2,40.0,False
1856,104000,546,48812,6,40.0,False
1857,56896,479,5149,29,50.0,False
1858,38992,490,2918,20,40.0,False
1859,138765,475,7606,27,60.0,True
1860,130290,447,16496,10,55.0,False
1861,102641,615,18483,26,70.0,True
1862,57152,596,17196,1,40.0,False
1863,106858,484,30283,38,50.0,False
1864,58305,371,11622,3,35.0,False
1865,136568,802,47394,20,90.0,True
1866,143992,400,9828,23,60.0,True
1867,60539,345,18387,35,40.0,False
1868,73064,681,44735,32,60.0,True
1869,131498,506,2136,17,60.0,True
1870,49340,628,8174,29,50.0,False
1871,133369,395,2496,9,55.0,False
1872,148034,610,14031,30,75.0,True
1873,108116,725,31808,5,70.0,True
1874,30371,455,8573,13,30.0,False
1875,66342,354,8547,38,45.0,False
1876,142513,485,3742,7,55.0,False
1877,48964,748,17297,12,65.0,True
1878,47038,689,23106,13,50.0,False
1879,100807,453,19484,11,55.0,False
1880,62853,645,1572,36,65.0,True
1881,134662,498,46916,23,50.0,False
1882,52871,653,9401,37,60.0,True
1883,44408,667,37024,20,40.0,False
1884,116646,565,5911,9,55.0,False
1885,143567,790,16126,35,90.0,True
1886,33379,322,28023,14,25.0,False
1887,47275,307,15538,18,30.0,False
1888,31947,808,37990,40,65.0,True
1889,76955,680,19680,27,70.0,True
1890,133544,772,29454,0,75.0,True
1891,133341,535,7578,28,60.0,True
1892,61186,313,34872,6,30.0,False
1893,107182,410,23460,3,45.0,False
1894,72437,773,47702,14,70.0,True
1895,32068,582,33245,19,40.0,False
1896,52838,745,12909,22,80.0,True
1897,64782,808,2945,13,90.0,True
1898,36868,750,17660,27,60.0,True
1899,46614,546,10058,30,35.0,False
1900,127218,638,42080,37,65.0,True
1901,85176,427,17535,2,40.0,False
1902,98955,303,21646,15,50.0,False
1903,44896,813,3483,37,80.0,True
1904,127735,804,42869,14,90.0,True
1905,38330,599,7688,26,50.0,False
1906,92422,796,32450,36,80.0,True
1907,88756,827,44891,37,80.0,True
1908,131976,570,11822,27,60.0,True
1909,77453,356,11378,1,35.0,False
1910,97271,825,40024,32,80.0,True
1911,107812,755,2468,34,95.0,True
1912,44293,708,18041,19,50.0,False
1913,89245,750,34216,23,80.0,True
1914,96039,785,21984,30,85.0,True
1915,59038,606,40038,25,50.0,False
1916,110623,576,11836,38,55.0,False
1917,35683,788,44554,40,60.0,True
1918,125321,733,8372,22,85.0,True
1919,132659,529,22843,24,55.0,False
1920,149111,731,47006,40,75.0,True
1921,143636,739,2679,17,85.0,True
1922,116363,695,10328,10,85.0,True
1923,98347,428,1022,32,55.0,False
1924,69535,813,15939,39,85.0,True
1925,90036,755,40448,36,75.0,True
1926,114323,554,24445,38,55.0,False
1927,34082,538,14981,30,25.0,False
1928,37972,628,37457,32,40.0,False
1929,92781,609,33479,9,55.0,False
1930,141057,580,2851,36,75.0,True
1931,82640,828,9308,16,90.0,True
1932,85872,710,31259,35,70.0,True
1933,119928,531,22394,39,55.0,False
1934,44150,705,46644,39,50.0,False
1935,94260,635,23300,37,65.0,True
1936,123375,359,46052,30,50.0,False
1937,149236,380,28687,3,45.0,False
1938,88138,554,27921,8,40.0,False
1939,39632,325,39936,36,25.0,False
1940,147868,685,25578,17,80.0,True
1941,40589,351,22422,27,25.0,False
1942,72219,801,30038,21,75.0,True
1943,109730,496,34188,38,50.0,False
1944,49442,690,9572,40,60.0,True
1945,38609,655,16001,3,30.0,False
1946,46540,601,12864,28,45.0,False
1947,66046,623,41191,4,40.0,False
1948,111830,557,35957,33,50.0,False
1949,112978,705,32535,31,75.0,True
1950,106724,579,30236,8,45.0,False
1951,101874,468,4504,13,60.0,True
1952,123343,654,46641,37,65.0,True
1953,72622,677,18349,32,65.0,True
1954,79925,559,24725,17,45.0,False
1955,108301,778,23186,9,85.0,True
1956,99541,758,19708,34,85.0,True
1957,68652,511,16918,18,45.0,False
1958,89469,688,45897,10,65.0,True
1959,96263,696,17183,2,65.0,True
1960,109354,632,48132,34,60.0,True
1961,86387,612,1774,2,60.0,True
1962,42999,751,32075,32,60.0,True
1963,133952,560,17671,23,55.0,False
1964,121983,670,46117,4,65.0,True
1965,44996,546,43182,38,25.0,False
1966,141777,735,39425,33,75.0,True
1967,115814,792,38930,8,80.0,True
1968,115316,337,6868,38,60.0,True
1969,145042,508,37486,14,50.0,False
1970,130789,811,2971,25,100.0,True
1971,102264,827,4235,36,100.0,True
1972,124481,535,12516,0,40.0,False
1973,143441,330,34287,40,55.0,False
1974,58183,311,36896,5,30.0,False
1975,86370,596,21927,15,60.0,True
1976,89186,441,13778,20,50.0,False
1977,146403,768,27494,11,90.0,True
1978,59949,688,29674,4,50.0,False
1979,84239,702,25311,19,70.0,True
1980,74424,757,36497,20,70.0,True
1981,138451,342,35261,39,50.0,False
1982,89441,601,37304,9,50.0,False
1983,82262,315,35600,14,40.0,False
1984,84524,374,24860,1,30.0,False
1985,125631,765,25710,1,75.0,True
1986,42463,765,42357,33,60.0,True
1987,70966,305,38462,23,35.0,False
1988,85936,420,31183,31,45.0,False
1989,70963,489,5890,6,45.0,False
1990,117177,712,10028,27,85.0,True
1991,63408,376,30443,3,25.0,False
1992,79060,572,9643,6,45.0,False
1993,50006,626,29515,32,50.0,False
1994,120023,318,49124,3,35.0,False
1995,92163,770,12251,13,85.0,True
1996,38799,635,48259,17,40.0,False
1997,41957,763,16752,5,60.0,True
1998,139022,360,24031,35,55.0,False
1999,41188,482,31397,6,20.0,False
